amfi_code,date,nav
120841,2026-08-17,253.03730
120841,2026-08-14,252.26880
120841,2026-08-13,252.73770
120841,2026-08-12,252.70060
120841,2026-08-11,253.54190
120841,2026-08-10,254.57980
120841,2026-08-07,255.99320
120841,2026-08-06,254.25010
120841,2026-08-05,256.12070
120841,2026-08-04,254.50240
120841,2026-08-03,254.19650
120841,2026-07-31,252.20890
120841,2026-07-30,251.60490
120841,2026-07-29,253.43890
120841,2026-07-28,250.15270
120841,2026-07-27,251.26990
120841,2026-07-24,249.27150
120841,2026-07-23,248.75760
120841,2026-07-22,250.03750
120841,2026-07-21,255.40540
120841,2026-07-20,255.15960
120841,2026-07-17,254.19990
120841,2026-07-16,254.06990
120841,2026-07-15,253.68380
120841,2026-07-14,252.64880
120841,2026-07-13,253.79200
120841,2026-07-10,252.75360
120841,2026-07-09,250.21460
120841,2026-07-08,246.67100
120841,2026-07-07,250.00290
120841,2026-07-06,250.93770
120841,2026-07-03,251.33420
120841,2026-07-02,251.50080
120841,2026-07-01,250.44840
120841,2026-06-30,250.95400
120841,2026-06-29,250.64940
120841,2026-06-25,249.31200
120841,2026-06-24,249.84120
120841,2026-06-23,249.98140
120841,2026-06-22,252.06940
120841,2026-06-19,251.57130
120841,2026-06-18,249.15530
120841,2026-06-17,246.39250
120841,2026-06-16,245.24020
120841,2026-06-15,244.62900
120841,2026-06-12,244.72050
120841,2026-06-11,240.58860
120841,2026-06-10,241.91860
120841,2026-06-09,244.23470
120841,2026-06-08,242.15940
120841,2026-06-05,246.08780
120841,2026-06-04,246.07840
120841,2026-06-03,245.65930
120841,2026-06-02,246.85660
120841,2026-06-01,246.98140
120841,2026-05-29,248.66730
120841,2026-05-27,251.22730
120841,2026-05-26,251.27020
120841,2026-05-25,249.22660
120841,2026-05-22,247.80390
120841,2026-05-21,248.88530
120841,2026-05-20,244.71990
120841,2026-05-19,241.67710
120841,2026-05-18,241.26150
120841,2026-05-15,242.09520
120841,2026-05-14,243.53140
120841,2026-05-13,240.07460
120841,2026-05-12,238.15280
120841,2026-05-11,242.72190
120841,2026-05-08,244.62010
120841,2026-05-07,245.60550
120841,2026-05-06,245.38780
120841,2026-05-05,242.95940
120841,2026-05-04,242.76550
120841,2026-04-30,240.53530
120841,2026-04-29,242.34500
120841,2026-04-28,242.62410
120841,2026-04-27,241.25170
120841,2026-04-24,238.14560
120841,2026-04-23,239.75830
120841,2026-04-22,238.57020
120841,2026-04-21,236.45980
120841,2026-04-20,235.19610
120841,2026-04-17,236.21330
120841,2026-04-16,233.31800
120841,2026-04-15,231.54340
120841,2026-04-13,226.98090
120841,2026-04-10,228.69930
120841,2026-04-09,224.62350
120841,2026-04-08,224.59090
120841,2026-04-07,217.96040
120841,2026-04-06,217.64130
120841,2026-04-02,216.27950
120841,2026-04-01,216.76270
120841,2026-03-31,212.35710
120841,2026-03-30,212.35610
120841,2026-03-27,215.97900
120841,2026-03-25,218.68660
120841,2026-03-24,214.91640
120841,2026-03-23,210.11500
120841,2026-03-20,215.88190
120841,2026-03-19,214.08990
120841,2026-03-18,219.40770
120841,2026-03-17,215.87230
120841,2026-03-16,213.40910
120841,2026-03-13,212.78840
120841,2026-03-12,216.83130
120841,2026-03-11,217.26380
120841,2026-03-10,217.21510
120841,2026-03-09,213.72110
120841,2026-03-06,215.12440
120841,2026-03-05,216.04330
120841,2026-03-04,213.86320
120841,2026-03-02,217.44490
120841,2026-02-27,221.21080
120841,2026-02-26,223.82800
120841,2026-02-25,222.64820
120841,2026-02-24,220.56050
120841,2026-02-23,221.70510
120841,2026-02-20,221.34080
120841,2026-02-19,220.41320
120841,2026-02-18,223.26080
120841,2026-02-17,222.97730
120841,2026-02-16,222.49540
120841,2026-02-13,222.57480
120841,2026-02-12,225.42450
120841,2026-02-11,225.69290
120841,2026-02-10,225.19960
120841,2026-02-09,224.51980
120841,2026-02-06,221.73980
120841,2026-02-05,220.82750
120841,2026-02-04,220.85430
120841,2026-02-03,220.15360
120841,2026-02-02,215.36870
120841,2026-01-30,217.36270
120841,2026-01-29,215.82060
120841,2026-01-28,216.54810
120841,2026-01-27,214.53240
120841,2026-01-23,214.91300
120841,2026-01-22,218.23780
120841,2026-01-21,216.46310
120841,2026-01-20,220.30030
120841,2026-01-19,224.66870
120841,2026-01-16,224.95280
120841,2026-01-14,225.39530
120841,2026-01-13,225.48150
120841,2026-01-12,226.25870
120841,2026-01-09,227.02650
120841,2026-01-08,229.22630
120841,2026-01-07,233.31320
120841,2026-01-06,233.04090
120841,2026-01-05,234.50690
120841,2026-01-02,236.41320
120841,2026-01-01,235.25900
120841,2025-12-31,235.50630
120841,2025-12-30,234.37540
120841,2025-12-29,235.98540
120841,2025-12-26,236.98480
120841,2025-12-24,237.65300
120841,2025-12-23,238.76290
120841,2025-12-22,238.04470
120841,2025-12-19,236.96310
120841,2025-12-18,234.70450
120841,2025-12-17,234.31330
120841,2025-12-16,235.70840
120841,2025-12-15,238.37730
120841,2025-12-12,238.11250
120841,2025-12-11,236.16150
120841,2025-12-10,234.27460
120841,2025-12-09,234.72470
120841,2025-12-08,234.30840
120841,2025-12-05,238.01100
120841,2025-12-04,238.01410
