Date,Scheme_Code,Scheme_Name,NAV,Fund_House,Scheme_Category
2013-11-18,125497,SBI Small Cap Fund - Direct Plan - Growth,13.0894,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-11-19,125497,SBI Small Cap Fund - Direct Plan - Growth,13.1068,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-11-20,125497,SBI Small Cap Fund - Direct Plan - Growth,12.9549,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-11-21,125497,SBI Small Cap Fund - Direct Plan - Growth,12.7957,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-11-22,125497,SBI Small Cap Fund - Direct Plan - Growth,12.7775,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-11-25,125497,SBI Small Cap Fund - Direct Plan - Growth,12.8548,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-11-26,125497,SBI Small Cap Fund - Direct Plan - Growth,12.8591,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-11-27,125497,SBI Small Cap Fund - Direct Plan - Growth,12.8389,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-11-28,125497,SBI Small Cap Fund - Direct Plan - Growth,12.8773,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-11-29,125497,SBI Small Cap Fund - Direct Plan - Growth,12.9509,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-02,125497,SBI Small Cap Fund - Direct Plan - Growth,13.0012,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-03,125497,SBI Small Cap Fund - Direct Plan - Growth,13.0048,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-04,125497,SBI Small Cap Fund - Direct Plan - Growth,12.9799,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-05,125497,SBI Small Cap Fund - Direct Plan - Growth,13.0319,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-06,125497,SBI Small Cap Fund - Direct Plan - Growth,13.0439,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-09,125497,SBI Small Cap Fund - Direct Plan - Growth,13.0282,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-10,125497,SBI Small Cap Fund - Direct Plan - Growth,13.0325,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-11,125497,SBI Small Cap Fund - Direct Plan - Growth,13.0129,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-12,125497,SBI Small Cap Fund - Direct Plan - Growth,13.0021,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-13,125497,SBI Small Cap Fund - Direct Plan - Growth,12.9891,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-16,125497,SBI Small Cap Fund - Direct Plan - Growth,13.0345,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-17,125497,SBI Small Cap Fund - Direct Plan - Growth,12.9569,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-18,125497,SBI Small Cap Fund - Direct Plan - Growth,13.0672,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-19,125497,SBI Small Cap Fund - Direct Plan - Growth,13.1392,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-20,125497,SBI Small Cap Fund - Direct Plan - Growth,13.1776,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-23,125497,SBI Small Cap Fund - Direct Plan - Growth,13.1886,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-24,125497,SBI Small Cap Fund - Direct Plan - Growth,13.2683,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-26,125497,SBI Small Cap Fund - Direct Plan - Growth,13.4811,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-27,125497,SBI Small Cap Fund - Direct Plan - Growth,13.5024,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-30,125497,SBI Small Cap Fund - Direct Plan - Growth,13.5862,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2013-12-31,125497,SBI Small Cap Fund - Direct Plan - Growth,13.7277,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-01,125497,SBI Small Cap Fund - Direct Plan - Growth,13.7418,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-02,125497,SBI Small Cap Fund - Direct Plan - Growth,13.7553,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-03,125497,SBI Small Cap Fund - Direct Plan - Growth,13.8494,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-06,125497,SBI Small Cap Fund - Direct Plan - Growth,13.8568,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-07,125497,SBI Small Cap Fund - Direct Plan - Growth,13.9214,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-08,125497,SBI Small Cap Fund - Direct Plan - Growth,14.0081,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-09,125497,SBI Small Cap Fund - Direct Plan - Growth,13.8644,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-10,125497,SBI Small Cap Fund - Direct Plan - Growth,13.8143,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-13,125497,SBI Small Cap Fund - Direct Plan - Growth,13.7909,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-14,125497,SBI Small Cap Fund - Direct Plan - Growth,13.8249,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-15,125497,SBI Small Cap Fund - Direct Plan - Growth,14.0209,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-16,125497,SBI Small Cap Fund - Direct Plan - Growth,14.0042,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-17,125497,SBI Small Cap Fund - Direct Plan - Growth,13.7841,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-20,125497,SBI Small Cap Fund - Direct Plan - Growth,13.8144,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-21,125497,SBI Small Cap Fund - Direct Plan - Growth,13.8659,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-22,125497,SBI Small Cap Fund - Direct Plan - Growth,13.9302,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-23,125497,SBI Small Cap Fund - Direct Plan - Growth,13.9537,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-24,125497,SBI Small Cap Fund - Direct Plan - Growth,13.8688,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-27,125497,SBI Small Cap Fund - Direct Plan - Growth,13.6829,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-28,125497,SBI Small Cap Fund - Direct Plan - Growth,13.5678,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-29,125497,SBI Small Cap Fund - Direct Plan - Growth,13.4977,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-30,125497,SBI Small Cap Fund - Direct Plan - Growth,13.4661,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-01-31,125497,SBI Small Cap Fund - Direct Plan - Growth,13.6059,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-03,125497,SBI Small Cap Fund - Direct Plan - Growth,13.4995,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-04,125497,SBI Small Cap Fund - Direct Plan - Growth,13.4717,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-05,125497,SBI Small Cap Fund - Direct Plan - Growth,13.5431,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-06,125497,SBI Small Cap Fund - Direct Plan - Growth,13.5883,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-07,125497,SBI Small Cap Fund - Direct Plan - Growth,13.5552,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-10,125497,SBI Small Cap Fund - Direct Plan - Growth,13.7402,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-11,125497,SBI Small Cap Fund - Direct Plan - Growth,13.6983,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-12,125497,SBI Small Cap Fund - Direct Plan - Growth,13.6874,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-13,125497,SBI Small Cap Fund - Direct Plan - Growth,13.678,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-14,125497,SBI Small Cap Fund - Direct Plan - Growth,13.5948,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-17,125497,SBI Small Cap Fund - Direct Plan - Growth,13.6423,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-18,125497,SBI Small Cap Fund - Direct Plan - Growth,13.6801,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-19,125497,SBI Small Cap Fund - Direct Plan - Growth,13.801,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-20,125497,SBI Small Cap Fund - Direct Plan - Growth,13.8913,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-21,125497,SBI Small Cap Fund - Direct Plan - Growth,14.037,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-24,125497,SBI Small Cap Fund - Direct Plan - Growth,14.1905,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-25,125497,SBI Small Cap Fund - Direct Plan - Growth,14.2704,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-26,125497,SBI Small Cap Fund - Direct Plan - Growth,14.1733,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-02-28,125497,SBI Small Cap Fund - Direct Plan - Growth,14.2102,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-03,125497,SBI Small Cap Fund - Direct Plan - Growth,14.2753,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-04,125497,SBI Small Cap Fund - Direct Plan - Growth,14.4166,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-05,125497,SBI Small Cap Fund - Direct Plan - Growth,14.5448,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-06,125497,SBI Small Cap Fund - Direct Plan - Growth,14.6678,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-07,125497,SBI Small Cap Fund - Direct Plan - Growth,14.5275,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-10,125497,SBI Small Cap Fund - Direct Plan - Growth,14.5576,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-11,125497,SBI Small Cap Fund - Direct Plan - Growth,14.6449,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-12,125497,SBI Small Cap Fund - Direct Plan - Growth,14.7175,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-13,125497,SBI Small Cap Fund - Direct Plan - Growth,14.7121,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-14,125497,SBI Small Cap Fund - Direct Plan - Growth,14.6527,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-18,125497,SBI Small Cap Fund - Direct Plan - Growth,14.7961,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-19,125497,SBI Small Cap Fund - Direct Plan - Growth,14.7118,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-20,125497,SBI Small Cap Fund - Direct Plan - Growth,14.8045,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-21,125497,SBI Small Cap Fund - Direct Plan - Growth,14.9389,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-24,125497,SBI Small Cap Fund - Direct Plan - Growth,14.9833,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-25,125497,SBI Small Cap Fund - Direct Plan - Growth,15.017,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-26,125497,SBI Small Cap Fund - Direct Plan - Growth,15.0172,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-27,125497,SBI Small Cap Fund - Direct Plan - Growth,15.016,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-28,125497,SBI Small Cap Fund - Direct Plan - Growth,15.1698,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-03-31,125497,SBI Small Cap Fund - Direct Plan - Growth,15.2761,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-01,125497,SBI Small Cap Fund - Direct Plan - Growth,15.3236,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-02,125497,SBI Small Cap Fund - Direct Plan - Growth,15.5261,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-03,125497,SBI Small Cap Fund - Direct Plan - Growth,15.5016,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-04,125497,SBI Small Cap Fund - Direct Plan - Growth,15.6554,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-07,125497,SBI Small Cap Fund - Direct Plan - Growth,15.7238,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-09,125497,SBI Small Cap Fund - Direct Plan - Growth,15.7721,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-10,125497,SBI Small Cap Fund - Direct Plan - Growth,15.7832,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-11,125497,SBI Small Cap Fund - Direct Plan - Growth,15.8805,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-15,125497,SBI Small Cap Fund - Direct Plan - Growth,15.959,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-16,125497,SBI Small Cap Fund - Direct Plan - Growth,15.8341,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-17,125497,SBI Small Cap Fund - Direct Plan - Growth,15.9681,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-21,125497,SBI Small Cap Fund - Direct Plan - Growth,16.061,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-22,125497,SBI Small Cap Fund - Direct Plan - Growth,16.1917,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-23,125497,SBI Small Cap Fund - Direct Plan - Growth,16.2362,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-25,125497,SBI Small Cap Fund - Direct Plan - Growth,16.2714,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-28,125497,SBI Small Cap Fund - Direct Plan - Growth,16.3857,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-29,125497,SBI Small Cap Fund - Direct Plan - Growth,16.4239,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-04-30,125497,SBI Small Cap Fund - Direct Plan - Growth,16.194,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-02,125497,SBI Small Cap Fund - Direct Plan - Growth,16.1784,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-05,125497,SBI Small Cap Fund - Direct Plan - Growth,16.1466,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-06,125497,SBI Small Cap Fund - Direct Plan - Growth,16.2026,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-07,125497,SBI Small Cap Fund - Direct Plan - Growth,16.2031,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-08,125497,SBI Small Cap Fund - Direct Plan - Growth,16.2601,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-09,125497,SBI Small Cap Fund - Direct Plan - Growth,16.2665,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-12,125497,SBI Small Cap Fund - Direct Plan - Growth,16.236,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-13,125497,SBI Small Cap Fund - Direct Plan - Growth,16.318,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-14,125497,SBI Small Cap Fund - Direct Plan - Growth,16.3868,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-15,125497,SBI Small Cap Fund - Direct Plan - Growth,16.2742,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-16,125497,SBI Small Cap Fund - Direct Plan - Growth,16.3354,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-19,125497,SBI Small Cap Fund - Direct Plan - Growth,16.6375,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-20,125497,SBI Small Cap Fund - Direct Plan - Growth,17.0756,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-21,125497,SBI Small Cap Fund - Direct Plan - Growth,17.3618,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-22,125497,SBI Small Cap Fund - Direct Plan - Growth,17.6336,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-23,125497,SBI Small Cap Fund - Direct Plan - Growth,17.5799,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-26,125497,SBI Small Cap Fund - Direct Plan - Growth,17.2722,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-27,125497,SBI Small Cap Fund - Direct Plan - Growth,17.4244,SBI Mutual Fund,Equity Scheme - Small Cap Fund
2014-05-28,125497,SBI Small Cap Fund - Direct Plan - Growth,17.7014,SBI Mutual Fund,Equity Scheme - Small Cap Fund
