Date,Scheme_Code,Scheme_Name,NAV,Fund_House,Scheme_Category
2014-03-27,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0125,PRINCIPAL Mutual Fund,Income
2014-03-28,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0231,PRINCIPAL Mutual Fund,Income
2014-04-02,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0272,PRINCIPAL Mutual Fund,Income
2014-04-03,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0309,PRINCIPAL Mutual Fund,Income
2014-04-04,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0295,PRINCIPAL Mutual Fund,Income
2014-04-07,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0355,PRINCIPAL Mutual Fund,Income
2014-04-09,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0373,PRINCIPAL Mutual Fund,Income
2014-04-10,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0411,PRINCIPAL Mutual Fund,Income
2014-04-11,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0436,PRINCIPAL Mutual Fund,Income
2014-04-15,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0536,PRINCIPAL Mutual Fund,Income
2014-04-16,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0573,PRINCIPAL Mutual Fund,Income
2014-04-17,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0619,PRINCIPAL Mutual Fund,Income
2014-04-21,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0717,PRINCIPAL Mutual Fund,Income
2014-04-22,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.071,PRINCIPAL Mutual Fund,Income
2014-04-23,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0751,PRINCIPAL Mutual Fund,Income
2014-04-25,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0812,PRINCIPAL Mutual Fund,Income
2014-04-28,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0873,PRINCIPAL Mutual Fund,Income
2014-04-29,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0886,PRINCIPAL Mutual Fund,Income
2014-04-30,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.0908,PRINCIPAL Mutual Fund,Income
2014-05-02,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1005,PRINCIPAL Mutual Fund,Income
2014-05-05,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.111,PRINCIPAL Mutual Fund,Income
2014-05-06,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1142,PRINCIPAL Mutual Fund,Income
2014-05-07,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1159,PRINCIPAL Mutual Fund,Income
2014-05-08,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1213,PRINCIPAL Mutual Fund,Income
2014-05-09,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1232,PRINCIPAL Mutual Fund,Income
2014-05-12,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1333,PRINCIPAL Mutual Fund,Income
2014-05-13,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1397,PRINCIPAL Mutual Fund,Income
2014-05-15,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1471,PRINCIPAL Mutual Fund,Income
2014-05-16,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1513,PRINCIPAL Mutual Fund,Income
2014-05-19,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1601,PRINCIPAL Mutual Fund,Income
2014-05-20,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1629,PRINCIPAL Mutual Fund,Income
2014-05-21,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1662,PRINCIPAL Mutual Fund,Income
2014-05-22,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1711,PRINCIPAL Mutual Fund,Income
2014-05-23,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1756,PRINCIPAL Mutual Fund,Income
2014-05-26,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1817,PRINCIPAL Mutual Fund,Income
2014-05-27,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1834,PRINCIPAL Mutual Fund,Income
2014-05-28,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.185,PRINCIPAL Mutual Fund,Income
2014-05-29,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1886,PRINCIPAL Mutual Fund,Income
2014-05-30,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.1949,PRINCIPAL Mutual Fund,Income
2014-06-02,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2004,PRINCIPAL Mutual Fund,Income
2014-06-03,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2047,PRINCIPAL Mutual Fund,Income
2014-06-04,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2133,PRINCIPAL Mutual Fund,Income
2014-06-05,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2187,PRINCIPAL Mutual Fund,Income
2014-06-06,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2213,PRINCIPAL Mutual Fund,Income
2014-06-09,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2281,PRINCIPAL Mutual Fund,Income
2014-06-10,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2296,PRINCIPAL Mutual Fund,Income
2014-06-11,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2325,PRINCIPAL Mutual Fund,Income
2014-06-12,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2343,PRINCIPAL Mutual Fund,Income
2014-06-13,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2356,PRINCIPAL Mutual Fund,Income
2014-06-16,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2399,PRINCIPAL Mutual Fund,Income
2014-06-17,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2421,PRINCIPAL Mutual Fund,Income
2014-06-18,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2453,PRINCIPAL Mutual Fund,Income
2014-06-19,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2471,PRINCIPAL Mutual Fund,Income
2014-06-20,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2496,PRINCIPAL Mutual Fund,Income
2014-06-23,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2557,PRINCIPAL Mutual Fund,Income
2014-06-24,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2591,PRINCIPAL Mutual Fund,Income
2014-06-25,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2607,PRINCIPAL Mutual Fund,Income
2014-06-26,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2646,PRINCIPAL Mutual Fund,Income
2014-06-27,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.267,PRINCIPAL Mutual Fund,Income
2014-06-30,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2745,PRINCIPAL Mutual Fund,Income
2014-07-02,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2828,PRINCIPAL Mutual Fund,Income
2014-07-03,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2862,PRINCIPAL Mutual Fund,Income
2014-07-04,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2894,PRINCIPAL Mutual Fund,Income
2014-07-07,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2963,PRINCIPAL Mutual Fund,Income
2014-07-08,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2979,PRINCIPAL Mutual Fund,Income
2014-07-09,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2989,PRINCIPAL Mutual Fund,Income
2014-07-10,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2991,PRINCIPAL Mutual Fund,Income
2014-07-11,128913,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B15-REGULAR PLAN-GROWTH,10.2919,PRINCIPAL Mutual Fund,Income
