Date,Scheme_Code,Scheme_Name,NAV,Fund_House,Scheme_Category
2013-01-02,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,15.0253,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-03,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,15.0737,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-04,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,15.0702,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-07,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,15.0913,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-08,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,15.1146,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-09,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,15.0517,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-10,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,15.0619,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-11,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.8886,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-14,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.9767,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-15,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.9813,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-16,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.8752,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-17,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.8214,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-18,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.7954,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-21,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.7538,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-22,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.7072,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-23,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.6961,Axis Mutual Fund,Equity Scheme - ELSS
