Date,Scheme_Code,Scheme_Name,NAV,Fund_House,Scheme_Category
2013-01-01,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.799,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-02,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.955,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-03,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.973,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-04,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.99,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-07,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,19.039,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-08,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,19.047,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-09,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,19.001,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-10,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.971,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-11,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.829,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-14,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.965,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-15,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,19.052,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-16,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.896,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-17,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.944,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-18,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.904,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-21,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.923,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-22,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.788,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-23,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.64,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-24,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.374,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-25,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.591,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-28,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.58,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-29,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.556,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-30,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.472,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-31,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.593,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-01,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.55,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-04,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.37,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-05,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.299,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-06,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.287,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-07,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.163,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-08,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.1,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-11,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.116,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-12,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.146,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-13,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.122,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-14,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,17.952,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-15,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,17.898,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-18,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,17.922,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-19,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.097,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-20,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,18.132,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-21,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,17.884,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-22,118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,17.921,HDFC Mutual Fund,Equity Scheme - Mid Cap Fund
