Date,Scheme_Code,Scheme_Name,NAV,Fund_House,Scheme_Category
2013-01-02,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.6967,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-03,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7305,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-04,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.8037,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-07,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7718,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-08,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7197,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-09,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7249,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-10,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.6784,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-11,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.6421,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-14,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7844,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-15,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.8315,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-16,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.6876,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-17,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7703,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-18,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.8654,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-21,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.9285,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-22,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.8574,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-23,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7986,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-24,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.6226,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-25,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7605,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-28,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7737,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-29,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.681,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-30,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.6583,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-31,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.6179,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-01,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.5671,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-04,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.5479,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-05,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.4313,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-06,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.4775,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-07,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.4048,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-08,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.3212,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-11,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.2908,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-12,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.3298,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-13,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.3617,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
